,blockLot,fullAddress,neighborhood,councilDistrict,policeDistrict,Location 1,lat,long
8823,0264 035,1406 MCHENRY ST,NEW SOUTHWEST/MOUNT CLARE,9.0,SOUTHERN,"(39.28466107, -76.63991482)",39.28466107,-76.63991482
8824,0298 106,2300 BRUNT ST,DRUID HEIGHTS,7.0,CENTRAL,"(39.30895315, -76.64008523)",39.30895315,-76.64008523
8825,1184 053,913 E CHASE ST,JOHNSTON SQUARE,12.0,EASTERN,"(39.30265992, -76.60449932)",39.30265992,-76.60449932
8826,0948 021,1133 RACE ST,SHARP-LEADENHALL,11.0,SOUTHERN,"(39.27584482, -76.61666595)",39.27584482,-76.61666595
8827,5448A019,0,HAMILTON HILLS,3.0,NORTHEASTERN,"(39.36314816, -76.56273329)",39.36314816,-76.56273329
8828,2308 001,2501 W NORTH AVE,COPPIN HEIGHTS/ASH-CO-EAST,7.0,WESTERN,"(39.30913326, -76.65733282)",39.30913326,-76.65733282
8829,7173A004,6218 OLD PENNINGTON AVE, ,, ,"(39.20796385, -76.58349545)",39.20796385,-76.58349545
8830,6019P042,5525 RITTER AVE,FRANKFORD,2.0,NORTHEASTERN,"(39.33817606, -76.53000561)",39.33817606,-76.53000561
8831,1483 078,1515 N MADEIRA ST,BROADWAY EAST,13.0,EASTERN,"(39.30841786, -76.58629498)",39.30841786,-76.58629498
8832,1568 065,2004 E EAGER ST,MIDDLE EAST,13.0,EASTERN,"(39.30225313, -76.58959487)",39.30225313,-76.58959487
8833,3575A108,0,MEDFIELD,7.0,NORTHERN,"(39.34036672, -76.64023338)",39.34036672,-76.64023338
8834,6135B179,3875 SINCLAIR LANE,ORCHARD RIDGE,13.0,NORTHEASTERN,"(39.31462019, -76.56007922)",39.31462019,-76.56007922
8835,0289 045,441 S SMALLWOOD ST,CARROLLTON RIDGE,9.0,SOUTHWESTERN,"(39.28210096, -76.65092025)",39.28210096,-76.65092025
8836,0096 042,1835 W LANVALE ST,HARLEM PARK,9.0,WESTERN,"(39.29736603, -76.64718224)",39.29736603,-76.64718224
8837,0251 010,1021 W LOMBARD ST,HOLLINS MARKET,9.0,SOUTHERN,"(39.28650405, -76.63450369)",39.28650405,-76.63450369
8838,4343 051A,6318 PEARCE AVE,CROSS COUNTRY,5.0,NORTHWESTERN,"(39.36245692, -76.69334705)",39.36245692,-76.69334705
8839,0320 043,546 ROBERT ST,UPTON,11.0,CENTRAL,"(39.30582293, -76.63583027)",39.30582293,-76.63583027
8840,0053 001,1101 N GILMOR ST,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.30118455, -76.64280218)",39.30118455,-76.64280218
8841,2283 083,0,LOWER EDMONDSON VILLAGE,8.0,SOUTHWESTERN,"(39.293325, -76.67458906)",39.293325,-76.67458906
8842,1450 104,1812 N DUNCAN ST,BROADWAY EAST,12.0,EASTERN,"(39.31145431, -76.58815403)",39.31145431,-76.58815403
8843,1499 039,2047 LLEWELYN AVE,BROADWAY EAST,13.0,EASTERN,"(39.30704207, -76.58881068)",39.30704207,-76.58881068
8844,1138 064,1614 E HOFFMAN ST,OLIVER,12.0,EASTERN,"(39.30667654, -76.59565155)",39.30667654,-76.59565155
8845,0291 075,407 S ADDISON ST,CARROLLTON RIDGE,9.0,SOUTHERN,"(39.28276793, -76.64564066)",39.28276793,-76.64564066
8846,0218 057,10 S SCHROEDER ST,HOLLINS MARKET,9.0,SOUTHERN,"(39.28817313, -76.63396624)",39.28817313,-76.63396624
8847,7471 018,0,MOUNT WINANS,10.0,SOUTHERN,"(39.26192928, -76.64223349)",39.26192928,-76.64223349
8848,7612D002,2910 WATERVIEW AVE,CHERRY HILL,10.0,SOUTHERN,"(39.25745583, -76.63353428)",39.25745583,-76.63353428
8849,1023 043,1740 LIGHT ST,SOUTH BALTIMORE,11.0,SOUTHERN,"(39.26966523, -76.61192522)",39.26966523,-76.61192522
8850,0152 021,341 N STRICKER ST,FRANKLIN SQUARE,9.0,WESTERN,"(39.29302271, -76.64099109)",39.29302271,-76.64099109
8851,4171 121,1936 PERLMAN PL,SOUTH CLIFTON PARK,12.0,EASTERN,"(39.31347421, -76.58702284)",39.31347421,-76.58702284
8852,7958 066,0,ROGNEL HEIGHTS,8.0,SOUTHWESTERN,"(39.29530733, -76.69324253)",39.29530733,-76.69324253
8853,0698 106,2011 CHRISTIAN ST,CARROLLTON RIDGE,9.0,SOUTHERN,"(39.2819156, -76.64861585)",39.2819156,-76.64861585
8854,0393 067,1311 SHIELDS PL,UPTON,11.0,CENTRAL,"(39.29966385, -76.63235941)",39.29966385,-76.63235941
8855,6925 001,1823 DUNDALK AVE, ,, ,"(39.2705071, -76.52975167)",39.2705071,-76.52975167
8856,1817 004,950 S CAROLINE ST,FELLS POINT,1.0,SOUTHEASTERN,"(39.28038205, -76.59631793)",39.28038205,-76.59631793
8857,0187 104,128 N AMITY ST,POPPLETON,9.0,WESTERN,"(39.29066805, -76.6333387)",39.29066805,-76.6333387
8858,3936 053,2779 TIVOLY AVE,COLDSTREAM HOMESTEAD MONTEBELLO,14.0,NORTHEASTERN,"(39.32342783, -76.59163742)",39.32342783,-76.59163742
8859,4623 047,3003 WOODLAND AVE,CENTRAL PARK HEIGHTS,6.0,NORTHWESTERN,"(39.34631328, -76.66895393)",39.34631328,-76.66895393
8860,3949B002,0,LAURAVILLE,3.0,NORTHEASTERN,"(39.34087653, -76.57846199)",39.34087653,-76.57846199
8861,7005 016,3500 HAWKINS POINT ROAD,HAWKINS POINT,10.0,SOUTHERN,"(39.20245158, -76.55163401)",39.20245158,-76.55163401
8862,3322 012,3822 PARK HEIGHTS AVE,PARK CIRCLE,6.0,NORTHWESTERN,"(39.3325687, -76.66170653)",39.3325687,-76.66170653
8863,4171 131,1956 PERLMAN PL,SOUTH CLIFTON PARK,12.0,EASTERN,"(39.31380195, -76.58704663)",39.31380195,-76.58704663
8864,0276 077,321 S BRUCE ST,NEW SOUTHWEST/MOUNT CLARE,9.0,SOUTHERN,"(39.28368266, -76.64408894)",39.28368266,-76.64408894
8865,1536 059,1219 N BRADFORD ST,BROADWAY EAST,13.0,EASTERN,"(39.30531233, -76.58463823)",39.30531233,-76.58463823
8866,5165 128,0,WINSTON-GOVANS,4.0,NORTHERN,"(39.35205462, -76.60730528)",39.35205462,-76.60730528
8867,0027 005,1408 N MOUNT ST,SANDTOWN-WINCHESTER,7.0,WESTERN,"(39.30452135, -76.64494487)",39.30452135,-76.64494487
8868,1650 036,510 N CASTLE ST,CARE,13.0,EASTERN,"(39.29692342, -76.58885403)",39.29692342,-76.58885403
8869,4804B029A,0,CYLBURN,6.0,NORTHERN,"(39.34564091, -76.66446617)",39.34564091,-76.66446617
8870,4257 143,4234 NADINE DR,REISTERSTOWN STATION,5.0,NORTHWESTERN,"(39.35814319, -76.71123566)",39.35814319,-76.71123566
8871,1547 011,1115 N BROADWAY,MIDDLE EAST,12.0,EASTERN,"(39.30366916, -76.59422104)",39.30366916,-76.59422104
8872,4791 020,0,MEDFIELD,7.0,NORTHERN,"(39.34241029, -76.64201962)",39.34241029,-76.64201962
8873,0155 006,1110 W SARATOGA ST,POPPLETON,9.0,WESTERN,"(39.29254572, -76.63586884)",39.29254572,-76.63586884
8874,3347F052,0,GREENSPRING,6.0,NORTHERN,"(39.33883939, -76.66225488)",39.33883939,-76.66225488
8875,2728 010A,0,DORCHESTER,6.0,NORTHWESTERN,"(39.32866697, -76.68306892)",39.32866697,-76.68306892
8876,6135B225,3914 ARBOR VIEW,ORCHARD RIDGE,13.0,NORTHEASTERN,"(39.31529616, -76.55800179)",39.31529616,-76.55800179
8877,5724 023,6024 MANNINGTON AVE,CEDMONT,2.0,NORTHEASTERN,"(39.34669559, -76.52982098)",39.34669559,-76.52982098
8878,1367 012,1406 E LOMBARD ST,WASHINGTON HILL,12.0,SOUTHEASTERN,"(39.29042565, -76.59824536)",39.29042565,-76.59824536
8879,2748C001,0,WEST FOREST PARK,6.0,NORTHWESTERN,"(39.32252033, -76.68685044)",39.32252033,-76.68685044
8880,1480 009,1508 N GAY ST,BROADWAY EAST,12.0,EASTERN,"(39.30802282, -76.58972049)",39.30802282,-76.58972049
8881,2167B008,2604 W FAYETTE ST,SHIPLEY HILL,9.0,SOUTHWESTERN,"(39.28900585, -76.65919931)",39.28900585,-76.65919931
8882,7650C045,0,CHERRY HILL,10.0,SOUTHERN,"(39.24771314, -76.61740827)",39.24771314,-76.61740827
8883,8265 013,0,HOWARD PARK,5.0,NORTHWESTERN,"(39.33690757, -76.70029349)",39.33690757,-76.70029349
8884,3115 034,3502 CEDARDALE ROAD,ASHBURTON,6.0,NORTHWESTERN,"(39.32758261, -76.67479891)",39.32758261,-76.67479891
8885,4092 062,2919 RABES AVE,BETTER WAVERLY,14.0,NORTHERN,"(39.32394132, -76.60429091)",39.32394132,-76.60429091
8886,4606 009,3316 WOODLAND AVE,CENTRAL PARK HEIGHTS,6.0,NORTHWESTERN,"(39.34425097, -76.67302091)",39.34425097,-76.67302091
8887,6917A001,0,CANTON INDUSTRIAL AREA,1.0,SOUTHEASTERN,"(39.25639073, -76.5458107)",39.25639073,-76.5458107
8888,5534 025,0,NORTH HARFORD ROAD,3.0,NORTHEASTERN,"(39.36836597, -76.54166886)",39.36836597,-76.54166886
8889,7274 026,0,FAIRFIELD AREA,10.0,SOUTHERN,"(39.23495894, -76.59613023)",39.23495894,-76.59613023
8890,0222 008,2115 HOLLINS ST,BOYD-BOOTH,9.0,SOUTHWESTERN,"(39.28678566, -76.65046281)",39.28678566,-76.65046281
8891,5936A034,0,FRANKFORD,2.0,NORTHEASTERN,"(39.33002797, -76.55935584)",39.33002797,-76.55935584
8892,8139 012L,304 S BEECHFIELD AVE,BEECHFIELD,8.0,SOUTHWESTERN,"(39.28046326, -76.69476331)",39.28046326,-76.69476331
8893,0107 004,606 N MONROE ST,MIDTOWN-EDMONDSON,9.0,WESTERN,"(39.29563268, -76.64760746)",39.29563268,-76.64760746
8894,0932 089,1023 RACE ST,SHARP-LEADENHALL,11.0,SOUTHERN,"(39.27702727, -76.61608998)",39.27702727,-76.61608998
8895,6570 080,4644 DILLON PL,GREEKTOWN,1.0,SOUTHEASTERN,"(39.28222855, -76.55594132)",39.28222855,-76.55594132
8896,5210J001,0,LOCH RAVEN,4.0,NORTHEASTERN,"(39.36983168, -76.57994921)",39.36983168,-76.57994921
8897,6744 024,0,GRACELAND PARK,1.0,SOUTHEASTERN,"(39.27547446, -76.53162676)",39.27547446,-76.53162676
8898,0621 014,118 N LIBERTY ST,DOWNTOWN,11.0,CENTRAL,"(39.29118102, -76.61760992)",39.29118102,-76.61760992
8899,1166 001,420 E CHASE ST,JOHNSTON SQUARE,12.0,EASTERN,"(39.30284306, -76.60969029)",39.30284306,-76.60969029
8900,8415 079,0,FRANKLINTOWN,8.0,SOUTHWESTERN,"(39.30957166, -76.70994294)",39.30957166,-76.70994294
8901,7530 003,0,LAKELAND,10.0,SOUTHERN,"(39.25282506, -76.64888556)",39.25282506,-76.64888556
8902,4001 042,703 E 20TH ST,EAST BALTIMORE MIDWAY,12.0,EASTERN,"(39.31235388, -76.60815489)",39.31235388,-76.60815489
8903,7143 032,5211 6TH ST,BROOKLYN,10.0,SOUTHERN,"(39.22324059, -76.59937856)",39.22324059,-76.59937856
8904,0123 035,531 N GILMOR ST,HARLEM PARK,9.0,WESTERN,"(39.29501136, -76.64258418)",39.29501136,-76.64258418
8905,2218 077,2801 W FRANKLIN ST,PENROSE/FAYETTE STREET OUTREACH,9.0,SOUTHWESTERN,"(39.29297436, -76.66354996)",39.29297436,-76.66354996
8906,0376 005,1408 DRUID HILL AVE,UPTON,11.0,CENTRAL,"(39.30286129, -76.62999587)",39.30286129,-76.62999587
8907,5165C024,727 GLENWOOD AVE,WOODBOURNE-MCCABE,4.0,NORTHERN,"(39.35304757, -76.60572106)",39.35304757,-76.60572106
8908,0157 071,956 W SARATOGA ST,POPPLETON,9.0,WESTERN,"(39.29262457, -76.63385371)",39.29262457,-76.63385371
8909,2425 001,3014 PRESBURY ST,NORTHWEST COMMUNITY ACTION,7.0,SOUTHWESTERN,"(39.30725257, -76.66815911)",39.30725257,-76.66815911
8910,3823 028,2344 BARCLAY ST,BARCLAY,12.0,EASTERN,"(39.31639165, -76.61150737)",39.31639165,-76.61150737
8911,3830 030,12 E 24TH ST,OLD GOUCHER,12.0,NORTHERN,"(39.316589, -76.61604664)",39.316589,-76.61604664
8912,2141 008,2627 LEHMAN ST,MILLHILL,9.0,SOUTHWESTERN,"(39.28038984, -76.65791752)",39.28038984,-76.65791752
8913,6731 019,0,GRACELAND PARK,1.0,SOUTHEASTERN,"(39.28174526, -76.53336254)",39.28174526,-76.53336254
8914,1127 055,1508 N BROADWAY,OLIVER,12.0,EASTERN,"(39.30765255, -76.59523757)",39.30765255,-76.59523757
8915,1100 035,1832 N CAROLINE ST,OLIVER,12.0,EASTERN,"(39.31124968, -76.59868781)",39.31124968,-76.59868781
8916,3814 075,423 E 21 1/2 ST,BARCLAY,12.0,EASTERN,"(39.31394933, -76.61022979)",39.31394933,-76.61022979
8917,4605 051,4907 DENMORE AVE,CENTRAL PARK HEIGHTS,6.0,NORTHWESTERN,"(39.34523959, -76.67261668)",39.34523959,-76.67261668
8918,7654F009,1111 WEDDEL AVE,VIOLETVILLE,10.0,SOUTHWESTERN,"(39.2644099, -76.68031096)",39.2644099,-76.68031096
8919,1367 057,1405 E BALTIMORE ST,WASHINGTON HILL,12.0,SOUTHEASTERN,"(39.29115861, -76.59841719)",39.29115861,-76.59841719
8920,4960A017,701 W COLD SPRING LANE,KESWICK,14.0,NORTHERN,"(39.34332703, -76.63248712)",39.34332703,-76.63248712
8921,5217 049,0,RICHNOR SPRINGS,4.0,NORTHERN,"(39.34709579, -76.60628641)",39.34709579,-76.60628641
8922,2152 004B,0,SHIPLEY HILL,9.0,SOUTHWESTERN,"(39.2869404, -76.65501772)",39.2869404,-76.65501772
8923,7385 022,3812 LEO ST,FAIRFIELD AREA,10.0,SOUTHERN,"(39.2300024, -76.56852725)",39.2300024,-76.56852725
8924,6135B169,4319 ORCHARD RIDGE BLVD,ORCHARD RIDGE,13.0,NORTHEASTERN,"(39.31339803, -76.55945959)",39.31339803,-76.55945959
8925,5973 018,0,FRANKFORD,2.0,NORTHEASTERN,"(39.32975272, -76.54620882)",39.32975272,-76.54620882
8926,3806 064,2000 BARCLAY ST,BARCLAY,12.0,EASTERN,"(39.31276015, -76.61128884)",39.31276015,-76.61128884
8927,2123B059,3063 STAFFORD ST,GWYNNS FALLS,10.0,SOUTHWESTERN,"(39.27909872, -76.66821163)",39.27909872,-76.66821163
8928,0122 044,529 N MOUNT ST,HARLEM PARK,9.0,WESTERN,"(39.29459131, -76.64384751)",39.29459131,-76.64384751
8929,5181 002,5007 ALHAMBRA AVE,WINSTON-GOVANS,4.0,NORTHERN,"(39.3491187, -76.60555608)",39.3491187,-76.60555608
8930,0195 084,20 N VINCENT ST,FRANKLIN SQUARE,9.0,WESTERN,"(39.28905231, -76.6432544)",39.28905231,-76.6432544
8931,0328 033,523 ROBERT ST,DRUID HEIGHTS,11.0,CENTRAL,"(39.30607006, -76.63491137)",39.30607006,-76.63491137
8932,2379B002,0,MOSHER,9.0,WESTERN,"(39.29845819, -76.66085261)",39.29845819,-76.66085261
8933,2222 005,0,CARROLL-SOUTH HILTON,9.0,SOUTHWESTERN,"(39.29172277, -76.66789098)",39.29172277,-76.66789098
8934,1516 067,1309 N CHAPEL ST,BROADWAY EAST,13.0,EASTERN,"(39.30593066, -76.59055194)",39.30593066,-76.59055194
8935,4652I006,5801 LOCHLEA ROAD,MOUNT WASHINGTON,5.0,NORTHERN,"(39.36703147, -76.65548624)",39.36703147,-76.65548624
8936,1622 027,733 N COLLINGTON AVE,MIDDLE EAST,13.0,EASTERN,"(39.29963185, -76.58646509)",39.29963185,-76.58646509
8937,3447 030C,925 WHITELOCK ST,RESERVOIR HILL,7.0,CENTRAL,"(39.31402862, -76.6350468)",39.31402862,-76.6350468
8938,4804B043,0,CYLBURN,6.0,NORTHERN,"(39.34608234, -76.66480074)",39.34608234,-76.66480074
8939,3461 036,747 DRUID PARK LAKE DR,RESERVOIR HILL,7.0,CENTRAL,"(39.31662577, -76.63355535)",39.31662577,-76.63355535
8940,0263 022A,216 S PARRISH ST,NEW SOUTHWEST/MOUNT CLARE,9.0,SOUTHERN,"(39.28490044, -76.64159838)",39.28490044,-76.64159838
8941,4000 033,517 E 20TH ST,EAST BALTIMORE MIDWAY,12.0,EASTERN,"(39.31231881, -76.60891191)",39.31231881,-76.60891191
8942,4429H001,0,GLEN,5.0,NORTHWESTERN,"(39.35117234, -76.6889076)",39.35117234,-76.6889076
8943,3566 001,0,HAMPDEN,7.0,NORTHERN,"(39.33368497, -76.63750837)",39.33368497,-76.63750837
8944,0413 026,613 W LANVALE ST,UPTON,11.0,CENTRAL,"(39.29975326, -76.63106861)",39.29975326,-76.63106861
8945,3342 065,3911 COTTAGE AVE,GREENSPRING,6.0,NORTHERN,"(39.33478762, -76.66064321)",39.33478762,-76.66064321
8946,0338 086,1724 BRUNT ST,UPTON,11.0,CENTRAL,"(39.30432347, -76.63482279)",39.30432347,-76.63482279
8947,2454 043,0,ROSEMONT,9.0,SOUTHWESTERN,"(39.30333831, -76.67035838)",39.30333831,-76.67035838
8948,1513 059,1705 ELLSWORTH ST,BROADWAY EAST,12.0,EASTERN,"(39.30577757, -76.59408911)",39.30577757,-76.59408911
8949,2812 021,2207 ROSLYN AVE,MOUNT HOLLY,7.0,SOUTHWESTERN,"(39.3124978, -76.67664364)",39.3124978,-76.67664364
8950,0303 071,2216 ETTING ST,DRUID HEIGHTS,7.0,CENTRAL,"(39.30891719, -76.63846938)",39.30891719,-76.63846938
8951,8091 227,211 EAST MEDWICK GRTH,WESTGATE,8.0,SOUTHWESTERN,"(39.28156139, -76.71113211)",39.28156139,-76.71113211
8952,1687 075,209 N DUNCAN ST,CARE,13.0,SOUTHEASTERN,"(39.2947052, -76.58687119)",39.2947052,-76.58687119
8953,0412 023,627 W LANVALE ST,UPTON,11.0,CENTRAL,"(39.29915776, -76.63181568)",39.29915776,-76.63181568
8954,1549 064,1804 HENNEMAN AVE,MIDDLE EAST,12.0,EASTERN,"(39.30395484, -76.59207162)",39.30395484,-76.59207162
8955,5137J058,0,LAKE WALKER,4.0,NORTHERN,"(39.37172795, -76.5986713)",39.37172795,-76.5986713
8956,6135B177,3871 SINCLAIR LANE,ORCHARD RIDGE,13.0,NORTHEASTERN,"(39.31456242, -76.56022899)",39.31456242,-76.56022899
8957,6235A009,0,PULASKI INDUSTRIAL AREA,2.0,SOUTHEASTERN,"(39.3001553, -76.53227424)",39.3001553,-76.53227424
8958,0124 051,505 N STRICKER ST,HARLEM PARK,9.0,WESTERN,"(39.29430752, -76.64104779)",39.29430752,-76.64104779
8959,0466 030,20 E PRESTON ST,MID-TOWN BELVEDERE,12.0,CENTRAL,"(39.30474398, -76.61526468)",39.30474398,-76.61526468
8960,4283 007,5908 LIBERTY HEIGHTS AVE,SETON BUSINESS PARK,5.0,NORTHWESTERN,"(39.33693202, -76.71123258)",39.33693202,-76.71123258
8961,5212 016,4412 OLD YORK ROAD,WILSON PARK,4.0,NORTHERN,"(39.34399965, -76.60838927)",39.34399965,-76.60838927
8962,4092 065,2929 RABES AVE,BETTER WAVERLY,14.0,NORTHERN,"(39.32417575, -76.60421574)",39.32417575,-76.60421574
8963,5333 019,0,MORGAN PARK,3.0,NORTHEASTERN,"(39.34862599, -76.57981502)",39.34862599,-76.57981502
8964,1104 076,1717 BRENTWOOD AVE,GREENMOUNT WEST,12.0,EASTERN,"(39.30954773, -76.60996067)",39.30954773,-76.60996067
8965,4131 019,1550 GORSUCH AVE,COLDSTREAM HOMESTEAD MONTEBELLO,14.0,NORTHEASTERN,"(39.32207541, -76.59559652)",39.32207541,-76.59559652
8966,7612 014,0,WESTPORT,10.0,SOUTHERN,"(39.2685798, -76.63101121)",39.2685798,-76.63101121
8967,2024 129T,1922 E FORT AVE,LOCUST POINT,11.0,SOUTHERN,"(39.26763665, -76.58801676)",39.26763665,-76.58801676
8968,1851 002T,820 S MONTFORD AVE,CANTON,1.0,SOUTHEASTERN,"(39.28296193, -76.5830901)",39.28296193,-76.5830901
8969,8424A019,0,FRANKLINTOWN,8.0,SOUTHWESTERN,"(39.30749141, -76.71097164)",39.30749141,-76.71097164
8970,7479 021,0,MOUNT WINANS,10.0,SOUTHERN,"(39.26080455, -76.64363917)",39.26080455,-76.64363917
8971,6333 020B,0,HOPKINS BAYVIEW,1.0,SOUTHEASTERN,"(39.29455727, -76.54067571)",39.29455727,-76.54067571
8972,0077 072,1322 SMALL ST,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.29974623, -76.63944885)",39.29974623,-76.63944885
8973,7196 006,0,BROOKLYN,10.0,SOUTHERN,"(39.22334272, -76.59719406)",39.22334272,-76.59719406
8974,7653 030B,916 CALWELL ROAD,OAKLEE,10.0,SOUTHWESTERN,"(39.26747752, -76.68737736)",39.26747752,-76.68737736
8975,0283 043,881 RYAN ST,WASHINGTON VILLAGE/PIGTOWN,10.0,SOUTHERN,"(39.28383643, -76.63098642)",39.28383643,-76.63098642
8976,1158 083,1227 HOLBROOK ST,OLIVER,12.0,EASTERN,"(39.3047109, -76.60276361)",39.3047109,-76.60276361
8977,0252 066,940 LEMMON ST,HOLLINS MARKET,9.0,SOUTHERN,"(39.28641932, -76.63325154)",39.28641932,-76.63325154
8978,4900 003A,0,ROLAND PARK,6.0,NORTHERN,"(39.35267779, -76.64140387)",39.35267779,-76.64140387
8979,0264 042,240 S CALHOUN ST,NEW SOUTHWEST/MOUNT CLARE,9.0,SOUTHERN,"(39.2846066, -76.63955726)",39.2846066,-76.63955726
8980,0790 120,1202 NANTICOKE ST,WASHINGTON VILLAGE/PIGTOWN,10.0,SOUTHERN,"(39.27993568, -76.63233664)",39.27993568,-76.63233664
8981,0216 026,1217 W BALTIMORE ST,HOLLINS MARKET,9.0,SOUTHERN,"(39.28837942, -76.63729247)",39.28837942,-76.63729247
8982,3876 033,210 E 31ST ST,CHARLES VILLAGE,14.0,NORTHERN,"(39.3262158, -76.61390855)",39.3262158,-76.61390855
8983,1549 079,1811 HENNEMAN AVE,MIDDLE EAST,12.0,EASTERN,"(39.30371686, -76.59192605)",39.30371686,-76.59192605
8984,6135B204,3900 ORCHARD RIDGE BLVD,ORCHARD RIDGE,13.0,NORTHEASTERN,"(39.31485787, -76.55852778)",39.31485787,-76.55852778
8985,8421 009,0,FRANKLINTOWN,8.0,SOUTHWESTERN,"(39.30902535, -76.70990147)",39.30902535,-76.70990147
8986,4812 018,4509 PIMLICO ROAD,PARKLANE,6.0,NORTHERN,"(39.34239661, -76.66628519)",39.34239661,-76.66628519
8987,0020 062,1535 MCKEAN AVE,SANDTOWN-WINCHESTER,7.0,WESTERN,"(39.30593729, -76.64683713)",39.30593729,-76.64683713
8988,4820F001,0,NORTH ROLAND PARK/POPLAR HILL,5.0,NORTHERN,"(39.36642977, -76.63711072)",39.36642977,-76.63711072
8989,0338 001,1700 DIVISION ST,UPTON,11.0,CENTRAL,"(39.30430523, -76.63376905)",39.30430523,-76.63376905
8990,8424 008,5221 OVERCREST AVE,FRANKLINTOWN,8.0,SOUTHWESTERN,"(39.30829382, -76.71117688)",39.30829382,-76.71117688
8991,0165 039,205 N MOUNT ST,FRANKLIN SQUARE,9.0,WESTERN,"(39.29103812, -76.64375411)",39.29103812,-76.64375411
8992,0218 083,1003 BOOTH ST,HOLLINS MARKET,9.0,SOUTHERN,"(39.28814082, -76.63417987)",39.28814082,-76.63417987
8993,1029 055,1820 OLIVE ST,SOUTH BALTIMORE,11.0,SOUTHERN,"(39.26887704, -76.61453166)",39.26887704,-76.61453166
8994,4620 071A,0,CENTRAL PARK HEIGHTS,6.0,NORTHWESTERN,"(39.34305006, -76.67245739)",39.34305006,-76.67245739
8995,4626A100,4657 DELAWARE AVE,CENTRAL PARK HEIGHTS,6.0,NORTHWESTERN,"(39.3442327, -76.66882006)",39.3442327,-76.66882006
8996,0108 042,1824 EDMONDSON AVE,HARLEM PARK,9.0,WESTERN,"(39.29537338, -76.64685986)",39.29537338,-76.64685986
8997,0411 079,1213 UPTON ST,UPTON,11.0,CENTRAL,"(39.29827898, -76.63248127)",39.29827898,-76.63248127
8998,3518C072,3537 EVERHART ST,HAMPDEN,7.0,NORTHERN,"(39.32905196, -76.63893525)",39.32905196,-76.63893525
8999,3463B022,2436 LINDEN AVE,RESERVOIR HILL,7.0,CENTRAL,"(39.31487542, -76.63635619)",39.31487542,-76.63635619
9000,1123 001A,1521 AISQUITH ST,OLIVER,12.0,EASTERN,"(39.30808437, -76.60218192)",39.30808437,-76.60218192
9001,6743 001,6728 DANVILLE AVE,GRACELAND PARK,1.0,SOUTHEASTERN,"(39.27718895, -76.52981219)",39.27718895,-76.52981219
9002,4256 056,4130 FALLSTAFF ROAD,FALLSTAFF,5.0,NORTHWESTERN,"(39.36146874, -76.71123234)",39.36146874,-76.71123234
9003,4421 012,0,GLEN,5.0,NORTHWESTERN,"(39.35030627, -76.69149126)",39.35030627,-76.69149126
9004,3347 038,0,GREENSPRING,6.0,NORTHERN,"(39.33637851, -76.65975103)",39.33637851,-76.65975103
9005,2150 032A,0,SHIPLEY HILL,9.0,SOUTHWESTERN,"(39.28586637, -76.65360732)",39.28586637,-76.65360732
9006,7958 058,0,ROGNEL HEIGHTS,8.0,SOUTHWESTERN,"(39.29617421, -76.69382101)",39.29617421,-76.69382101
9007,6064 003,0,PULASKI INDUSTRIAL AREA,2.0,NORTHEASTERN,"(39.31420475, -76.54429234)",39.31420475,-76.54429234
9008,1590 030,2320 E EAGER ST,MILTON-MONTFORD,13.0,EASTERN,"(39.30196478, -76.58427356)",39.30196478,-76.58427356
9009,4149B079,0,BELAIR-EDISON,3.0,NORTHEASTERN,"(39.32515462, -76.57655705)",39.32515462,-76.57655705
9010,7381 016,3731 LEO ST,FAIRFIELD AREA,10.0,SOUTHERN,"(39.2305761, -76.5681982)",39.2305761,-76.5681982
9011,0307 054,530 BLOOM ST,DRUID HEIGHTS,7.0,CENTRAL,"(39.30729196, -76.63785678)",39.30729196,-76.63785678
9012,2137 001,0,MILLHILL,10.0,SOUTHWESTERN,"(39.27772683, -76.66028603)",39.27772683,-76.66028603
9013,5872 007,0,WALTHERSON,3.0,NORTHEASTERN,"(39.33527405, -76.56238412)",39.33527405,-76.56238412
9014,7266 006,0,CURTIS BAY,10.0,SOUTHERN,"(39.23065037, -76.58814117)",39.23065037,-76.58814117
9015,1991 008I,0,LOCUST POINT,11.0,SOUTHERN,"(39.27163791, -76.59147576)",39.27163791,-76.59147576
9016,4820E009D,0,NORTH ROLAND PARK/POPLAR HILL,5.0,NORTHERN,"(39.36673718, -76.64406347)",39.36673718,-76.64406347
9017,5173 106,0,WINSTON-GOVANS,4.0,NORTHERN,"(39.35105241, -76.60758372)",39.35105241,-76.60758372
9018,2527 251,0,ROGNEL HEIGHTS,8.0,SOUTHWESTERN,"(39.2970493, -76.69037435)",39.2970493,-76.69037435
9019,0490 024,831 N MARTIN LUTHER KING JR BLVD,SETON HILL,11.0,CENTRAL,"(39.29994076, -76.62206004)",39.29994076,-76.62206004
9020,1902E055A,2620 LIGHTHOUSE LANE,CANTON,1.0,SOUTHEASTERN,"(39.27848731, -76.57885788)",39.27848731,-76.57885788
9021,0066 035,1123 RIGGS AVE,SANDTOWN-WINCHESTER,9.0,WESTERN,"(39.30098298, -76.63675371)",39.30098298,-76.63675371
9022,3567 037,0,HAMPDEN,7.0,NORTHERN,"(39.33362652, -76.64001616)",39.33362652,-76.64001616
